louvain_cluster,number_of_clubs,average_pagerank,average_degree,average_weighted_degree
4,884,0.00026023675465406613,12.664027149321267,24.742081447963802
2,826,0.000225309605426515,14.796610169491526,36.77845036319613
5,464,0.0002348858421113212,13.635775862068966,28.86853448275862
1,427,0.00026596428147399634,18.407494145199063,36.49414519906323
0,412,0.00038251930882623114,25.941747572815533,53.067961165048544
3,297,0.00037871781792401583,26.915824915824917,59.063973063973066
6,296,0.00030815556998159464,21.14189189189189,44.88175675675676
